"country","date_key","sport","events_count","gold","silver","bronze","total_medals","medals_per_event"
"China",2004,"Swimming","2","1","1","0","2","1.00"
"Thailand",1996,"Boxing","2","1","0","1","2","1.00"
"Thailand",2000,"Boxing","2","1","0","1","2","1.00"
"Italy",2008,"Wrestling","1","1","0","0","1","1.00"
"Thailand",2004,"Boxing","3","1","1","1","3","1.00"
"Italy",2012,"Archery","1","1","0","0","1","1.00"
"Thailand",2008,"Boxing","2","1","1","0","2","1.00"
"Thailand",2008,"Weightlifting","1","1","0","0","1","1.00"
"Finland",1992,"Canoeing","1","1","0","0","1","1.00"
"Italy",2012,"Canoeing","1","1","0","0","1","1.00"
"Finland",1996,"Athletics","2","1","0","1","2","1.00"
"China",2004,"Tennis","1","1","0","0","1","1.00"
"Brazil",2016,"Athletics","1","1","0","0","1","1.00"
"Finland",2000,"Athletics","1","1","0","0","1","1.00"
"Finland",2000,"Sailing","1","1","0","0","1","1.00"
"Trinidad",1976,"Athletics","1","1","0","0","1","1.00"
"Italy",2012,"Taekwondo","2","1","0","1","2","1.00"
"China",2004,"Volleyball","1","1","0","0","1","1.00"
"Trinidad",2008,"Athletics","2","1","1","0","2","1.00"
"Trinidad",2012,"Athletics","4","1","1","2","4","1.00"
"China",2004,"Wrestling","1","1","0","0","1","1.00"
"Italy",2016,"Cycling","2","1","0","1","2","1.00"
"China",2008,"Archery","3","1","1","1","3","1.00"
"Tunisia",1968,"Athletics","2","1","0","1","2","1.00"
"Italy",2016,"Fencing","4","1","3","0","4","1.00"
"Italy",2016,"Judo","2","1","1","0","2","1.00"
"Tunisia",2008,"Swimming","1","1","0","0","1","1.00"
"Brazil",2016,"Beach Volleyball","2","1","1","0","2","1.00"
"Tunisia",2012,"Swimming","2","1","0","1","2","1.00"
"Italy",2016,"Swimming","3","1","1","2","4","1.33"
"Turkey",1936,"Wrestling","2","1","0","1","2","1.00"
"Finland",2008,"Shooting","2","1","0","1","2","1.00"
"Brazil",2016,"Boxing","1","1","0","0","1","1.00"
"Ivory Coast",2016,"Taekwondo","2","1","0","1","2","1.00"
"Turkey",1988,"Weightlifting","1","1","0","0","1","1.00"
"Jamaica",1948,"Athletics","2","1","2","0","3","1.50"
"Turkey",1992,"Weightlifting","1","1","0","0","1","1.00"
"Turkey",1992,"Wrestling","4","1","2","1","4","1.00"
"China",2008,"Canoeing","1","1","0","0","1","1.00"
"Turkey",2000,"Judo","1","1","0","0","1","1.00"
"Turkey",2000,"Weightlifting","1","1","0","0","1","1.00"
"Turkey",2000,"Wrestling","2","1","0","1","2","1.00"
"Jamaica",1976,"Athletics","2","1","1","0","2","1.00"
"France",1908,"Archery","1","1","1","1","3","3.00"
"France",1908,"Cycling","4","1","2","2","5","1.25"
"China",2008,"Fencing","2","1","1","0","2","1.00"
"Jamaica",1996,"Athletics","6","1","3","2","6","1.00"
"France",1908,"Motorboating","1","1","0","0","1","1.00"
"Turkey",2008,"Wrestling","2","1","0","1","2","1.00"
"Turkey",2012,"Athletics","1","1","1","0","2","2.00"
"Turkey",2012,"Taekwondo","2","1","1","0","2","1.00"
"Turkey",2016,"Wrestling","5","1","2","2","5","1.00"
"Uganda",1972,"Athletics","1","1","0","0","1","1.00"
"Brazil",2016,"Football","1","1","0","0","1","1.00"
"Japan",1928,"Athletics","2","1","1","0","2","1.00"
"Japan",1928,"Swimming","3","1","1","1","3","1.00"
"Uganda",2012,"Athletics","1","1","0","0","1","1.00"
"UK",1904,"Athletics","2","1","1","0","2","1.00"
"Japan",1932,"Athletics","3","1","1","2","4","1.33"
"UK",1908,"Figure Skating","3","1","2","3","6","2.00"
"UK",1908,"Football","1","1","0","0","1","1.00"
"Japan",1932,"Equestrianism","1","1","0","0","1","1.00"
"UK",1908,"Hockey","1","1","1","1","3","3.00"
"UK",1908,"Polo","1","1","1","0","2","2.00"
"Belarus",2000,"Rowing","1","1","0","0","1","1.00"
"UK",1908,"Tug-Of-War","1","1","1","1","3","3.00"
"UK",1908,"Water Polo","1","1","0","0","1","1.00"
"France",1912,"Equestrianism","3","1","1","1","3","1.00"
"UK",1912,"Football","1","1","0","0","1","1.00"
"China",2008,"Rowing","2","1","1","0","2","1.00"
"UK",1912,"Shooting","8","1","4","4","9","1.13"
"UK",1912,"Swimming","6","1","2","3","6","1.00"
"Japan",1952,"Wrestling","2","1","1","0","2","1.00"
"UK",1912,"Water Polo","1","1","0","0","1","1.00"
"Japan",1956,"Gymnastics","7","1","5","3","9","1.29"
"UK",1920,"Cycling","4","1","3","1","5","1.25"
"Japan",1956,"Swimming","4","1","4","0","5","1.25"
"UK",1920,"Hockey","1","1","0","0","1","1.00"
"UK",1920,"Polo","1","1","0","0","1","1.00"
"France",1912,"Sailing","1","1","0","0","1","1.00"
"UK",1920,"Sailing","1","1","0","0","1","1.00"
"UK",1920,"Tug-Of-War","1","1","0","0","1","1.00"
"UK",1920,"Water Polo","1","1","0","0","1","1.00"
"France",1920,"Archery","6","1","4","1","6","1.00"
"China",2008,"Sailing","2","1","0","1","2","1.00"
"France",1920,"Athletics","4","1","2","1","4","1.00"
"Japan",1964,"Boxing","1","1","0","0","1","1.00"
"UK",1924,"Shooting","3","1","2","0","3","1.00"
"UK",1924,"Swimming","3","1","2","1","4","1.33"
"France",1920,"Boxing","2","1","1","1","3","1.50"
"UK",1928,"Art Competitions","2","1","1","0","2","1.00"
"France",1920,"Cycling","2","1","0","1","2","1.00"
"Japan",1964,"Volleyball","2","1","0","1","2","1.00"
"Japan",1964,"Weightlifting","3","1","0","2","3","1.00"
"UK",1928,"Rowing","4","1","2","1","4","1.00"
"UK",1932,"Art Competitions","1","1","0","0","1","1.00"
"France",1920,"Fencing","5","1","4","3","8","1.60"
"China",2008,"Swimming","5","1","3","2","6","1.20"
"Brazil",2016,"Judo","3","1","0","2","3","1.00"
"Japan",1968,"Weightlifting","2","1","1","1","3","1.50"
"UK",1936,"Rowing","2","1","1","0","2","1.00"
"UK",1936,"Sailing","2","1","0","1","2","1.00"
"UK",1948,"Art Competitions","4","1","2","1","4","1.00"
"Japan",1972,"Volleyball","2","1","1","0","2","1.00"
"UK",1948,"Sailing","1","1","0","0","1","1.00"
"Japan",1976,"Volleyball","1","1","0","0","1","1.00"
"China",2008,"Taekwondo","2","1","0","1","2","1.00"
"UK",1952,"Equestrianism","1","1","0","0","1","1.00"
"Brazil",2016,"Sailing","1","1","0","0","1","1.00"
"UK",1956,"Athletics","6","1","4","2","7","1.17"
"UK",1956,"Equestrianism","3","1","0","2","3","1.00"
"UK",1956,"Fencing","1","1","0","0","1","1.00"
"Japan",1984,"Shooting","1","1","0","0","1","1.00"
"UK",1956,"Swimming","1","1","0","1","2","2.00"
"UK",1960,"Athletics","8","1","3","4","8","1.00"
"France",1924,"Art Competitions","2","1","0","2","3","1.50"
"UK",1960,"Swimming","3","1","1","1","3","1.00"
"Australia",1964,"Sailing","1","1","0","0","1","1.00"
"Japan",1988,"Judo","4","1","0","3","4","1.00"
"Japan",1988,"Swimming","1","1","0","0","1","1.00"
"UK",1968,"Athletics","3","1","2","1","4","1.33"
"UK",1968,"Boxing","1","1","0","0","1","1.00"
"UK",1968,"Equestrianism","3","1","2","1","4","1.33"
"UK",1968,"Sailing","2","1","0","1","2","1.00"
"UK",1968,"Shooting","1","1","0","0","1","1.00"
"France",1924,"Gymnastics","4","1","3","1","5","1.25"
"UK",1972,"Athletics","4","1","1","2","4","1.00"
"China",2008,"Wrestling","3","1","2","0","3","1.00"
"UK",1972,"Sailing","2","1","1","0","2","1.00"
"Japan",1992,"Swimming","1","1","0","0","1","1.00"
"China",2012,"Athletics","5","1","0","5","6","1.20"
"France",1924,"Shooting","2","1","1","0","2","1.00"
"France",1924,"Water Polo","1","1","0","0","1","1.00"
"UK",1976,"Modern Pentathlon","1","1","0","0","1","1.00"
"UK",1976,"Sailing","2","1","1","0","2","1.00"
"UK",1976,"Swimming","3","1","1","1","3","1.00"
"France",1924,"Wrestling","1","1","0","0","1","1.00"
"France",1928,"Art Competitions","4","1","2","1","4","1.00"
"France",1928,"Athletics","3","1","1","1","3","1.00"
"UK",1980,"Swimming","5","1","3","1","5","1.00"
"Japan",2000,"Athletics","1","1","0","0","1","1.00"
"China",2012,"Boxing","3","1","1","1","3","1.00"
"France",1928,"Cycling","1","1","0","0","1","1.00"
"UK",1984,"Rowing","1","1","0","0","1","1.00"
"Australia",2008,"Athletics","4","1","2","1","4","1.00"
"UK",1984,"Shooting","3","1","0","3","4","1.33"
"France",1928,"Sailing","1","1","0","0","1","1.00"
"France",1928,"Weightlifting","3","1","1","1","3","1.00"
"Japan",2004,"Gymnastics","4","1","1","2","4","1.00"
"UK",1988,"Hockey","1","1","0","0","1","1.00"
"UK",1988,"Rowing","2","1","0","1","2","1.00"
"UK",1988,"Sailing","1","1","0","0","1","1.00"
"UK",1988,"Shooting","1","1","1","0","2","2.00"
"UK",1988,"Swimming","3","1","1","1","3","1.00"
"France",1932,"Art Competitions","1","1","0","0","1","1.00"
"Brazil",2016,"Volleyball","1","1","0","0","1","1.00"
"UK",1992,"Cycling","1","1","0","0","1","1.00"
"France",1932,"Cycling","4","1","2","1","4","1.00"
"Belarus",2004,"Athletics","1","1","0","0","1","1.00"
"UK",1996,"Rowing","2","1","0","1","2","1.00"
"Japan",2008,"Softball","1","1","0","0","1","1.00"
"France",1932,"Sailing","1","1","0","0","1","1.00"
"UK",2000,"Boxing","1","1","0","0","1","1.00"
"UK",2000,"Cycling","4","1","1","2","4","1.00"
"France",1932,"Wrestling","2","1","0","1","2","1.00"
"UK",2000,"Modern Pentathlon","1","1","0","1","2","2.00"
"UK",2000,"Shooting","2","1","1","0","2","1.00"
"Japan",2012,"Boxing","2","1","0","1","2","1.00"
"China",2012,"Sailing","1","1","0","0","1","1.00"
"Japan",2012,"Gymnastics","3","1","2","0","3","1.00"
"Japan",2012,"Judo","7","1","3","3","7","1.00"
"UK",2004,"Equestrianism","2","1","1","1","3","1.50"
"UK",2004,"Rowing","4","1","2","1","4","1.00"
"UK",2008,"Athletics","5","1","2","2","5","1.00"
"UK",2008,"Boxing","3","1","0","2","3","1.00"
"UK",2008,"Canoeing","3","1","1","1","3","1.00"
"Bulgaria",1956,"Wrestling","4","1","3","0","4","1.00"
"Japan",2016,"Badminton","2","1","0","1","2","1.00"
"France",1936,"Weightlifting","1","1","0","0","1","1.00"
"UK",2012,"Sailing","5","1","4","0","5","1.00"
"UK",2012,"Shooting","1","1","0","0","1","1.00"
"France",1936,"Wrestling","1","1","0","0","1","1.00"
"UK",2012,"Taekwondo","2","1","0","1","2","1.00"
"UK",2012,"Tennis","2","1","1","0","2","1.00"
"UK",2012,"Triathlon","1","1","0","1","2","2.00"
"France",1948,"Art Competitions","3","1","0","2","3","1.00"
"UK",2016,"Boxing","3","1","1","1","3","1.00"
"UK",2016,"Diving","3","1","1","1","3","1.00"
"UK",2016,"Golf","1","1","0","0","1","1.00"
"UK",2016,"Hockey","1","1","0","0","1","1.00"
"China",2012,"Taekwondo","3","1","1","1","3","1.00"
"UK",2016,"Swimming","6","1","5","0","6","1.00"
"UK",2016,"Taekwondo","3","1","1","1","3","1.00"
"UK",2016,"Tennis","1","1","0","0","1","1.00"
"Jordan",2016,"Taekwondo","1","1","0","0","1","1.00"
"UK",2016,"Triathlon","2","1","1","1","3","1.50"
"Kazakhstan",1996,"Boxing","4","1","1","2","4","1.00"
"Ukraine",1996,"Athletics","4","1","0","3","4","1.00"
"Ukraine",1996,"Boxing","2","1","0","1","2","1.00"
"Ukraine",1996,"Rhythmic Gymnastics","1","1","0","1","2","2.00"
"Kazakhstan",1996,"Modern Pentathlon","1","1","0","0","1","1.00"
"Ukraine",1996,"Sailing","2","1","0","1","2","1.00"
"Ukraine",1996,"Weightlifting","2","1","0","1","2","1.00"
"Ukraine",1996,"Wrestling","4","1","0","3","4","1.00"
"China",2012,"Trampolining","2","1","1","2","4","2.00"
"Kazakhstan",1996,"Wrestling","2","1","0","1","2","1.00"
"Kazakhstan",2000,"Athletics","1","1","0","0","1","1.00"
"Ukraine",2000,"Shooting","1","1","0","0","1","1.00"
"Kazakhstan",2004,"Boxing","3","1","1","1","3","1.00"
"Australia",2008,"Canoeing","5","1","1","3","5","1.00"
"Kazakhstan",2008,"Boxing","2","1","0","1","2","1.00"
"France",1952,"Canoeing","2","1","0","1","2","1.00"
"Ukraine",2004,"Gymnastics","1","1","0","0","1","1.00"
"Kazakhstan",2008,"Weightlifting","4","1","2","1","4","1.00"
"Bulgaria",1960,"Wrestling","6","1","3","2","6","1.00"
"Kazakhstan",2012,"Athletics","1","1","0","0","1","1.00"
"Kazakhstan",2012,"Boxing","4","1","1","2","4","1.00"
"Kazakhstan",2012,"Cycling","1","1","0","0","1","1.00"
"Ukraine",2004,"Shooting","1","1","0","0","1","1.00"
"Ukraine",2004,"Trampolining","1","1","0","0","1","1.00"
"Ukraine",2004,"Weightlifting","2","1","1","0","2","1.00"
"Ukraine",2008,"Archery","1","1","0","0","1","1.00"
"Ukraine",2008,"Athletics","4","1","1","3","5","1.25"
"Ukraine",2008,"Boxing","2","1","0","1","2","1.00"
"Ukraine",2008,"Canoeing","2","1","0","1","2","1.00"
"China",2016,"Cycling","1","1","0","0","1","1.00"
"Ukraine",2008,"Fencing","1","1","0","0","1","1.00"
"France",1952,"Equestrianism","3","1","1","1","3","1.00"
"Kazakhstan",2016,"Boxing","5","1","2","2","5","1.00"
"Kazakhstan",2016,"Swimming","1","1","0","0","1","1.00"
"Kazakhstan",2016,"Weightlifting","6","1","1","4","6","1.00"
"France",1952,"Rowing","2","1","1","0","2","1.00"
"France",1952,"Swimming","3","1","1","1","3","1.00"
"Ukraine",2012,"Canoeing","3","1","2","0","3","1.00"
"Ukraine",2012,"Fencing","2","1","0","1","2","1.00"
"Ukraine",2012,"Rowing","1","1","0","0","1","1.00"
"France",1956,"Athletics","1","1","0","0","1","1.00"
"Ukraine",2012,"Weightlifting","2","1","0","1","2","1.00"
"Ukraine",2016,"Canoeing","2","1","0","1","2","1.00"
"Kenya",1984,"Athletics","2","1","0","1","2","1.00"
"Ukraine",2016,"Gymnastics","2","1","1","0","2","1.00"
"Argentina",1932,"Athletics","1","1","0","0","1","1.00"
"Kenya",1988,"Boxing","2","1","0","1","2","1.00"
"United Arab Emirates",2004,"Shooting","1","1","0","0","1","1.00"
"Kenya",1996,"Athletics","7","1","4","3","8","1.14"
"Uruguay",1924,"Football","1","1","0","0","1","1.00"
"Uruguay",1928,"Football","1","1","0","0","1","1.00"
"Kenya",2004,"Athletics","5","1","4","2","7","1.40"
"Kosovo",2016,"Judo","1","1","0","0","1","1.00"
"USA",1904,"Diving","1","1","0","1","2","2.00"
"France",1956,"Fencing","4","1","1","2","4","1.00"
"USA",1904,"Golf","2","1","2","2","5","2.50"
"Belarus",2004,"Judo","1","1","0","0","1","1.00"
"USA",1904,"Roque","1","1","1","1","3","3.00"
"USA",1904,"Tug-Of-War","1","1","1","1","3","3.00"
"USA",1904,"Water Polo","1","1","1","1","3","3.00"
"USA",1904,"Weightlifting","2","1","2","0","3","1.50"
"Australia",2008,"Diving","2","1","1","0","2","1.00"
"USA",1908,"Jeu De Paume","1","1","0","0","1","1.00"
"USA",1908,"Swimming","2","1","0","1","2","1.00"
"USA",1912,"Art Competitions","1","1","0","0","1","1.00"
"China",2016,"Shooting","5","1","2","4","7","1.40"
"China",2016,"Swimming","6","1","2","3","6","1.00"
"Armenia",2016,"Wrestling","2","1","1","0","2","1.00"
"USA",1920,"Rugby","1","1","0","0","1","1.00"
"USA",1920,"Wrestling","4","1","2","3","6","1.50"
"USA",1924,"Gymnastics","1","1","0","0","1","1.00"
"Latvia",2000,"Gymnastics","1","1","0","0","1","1.00"
"USA",1924,"Rugby","1","1","0","0","1","1.00"
"France",1964,"Equestrianism","2","1","1","0","2","1.00"
"Bulgaria",1972,"Boxing","2","1","1","0","2","1.00"
"China",2016,"Volleyball","1","1","0","0","1","1.00"
"USA",1928,"Wrestling","2","1","1","0","2","1.00"
"USA",1932,"Equestrianism","5","1","2","2","5","1.00"
"France",1968,"Athletics","2","1","0","1","2","1.00"
"Latvia",2008,"Cycling","1","1","0","0","1","1.00"
"France",1968,"Equestrianism","2","1","1","0","2","1.00"
"France",1968,"Fencing","2","1","0","1","2","1.00"
"USA",1936,"Basketball","1","1","0","0","1","1.00"
"Latvia",2012,"Cycling","1","1","0","0","1","1.00"
"USA",1936,"Rowing","2","1","0","1","2","1.00"
"USA",1936,"Weightlifting","1","1","0","0","1","1.00"
"USA",1936,"Wrestling","4","1","3","0","4","1.00"
"USA",1948,"Basketball","1","1","0","0","1","1.00"
"Lithuania",1992,"Athletics","1","1","0","0","1","1.00"
"USA",1948,"Canoeing","3","1","2","0","3","1.00"
"USA",1948,"Equestrianism","3","1","2","0","3","1.00"
"Bulgaria",1976,"Athletics","4","1","2","1","4","1.00"
"Belarus",2008,"Athletics","4","1","3","2","6","1.50"
"Lithuania",2000,"Athletics","1","1","0","0","1","1.00"
"USA",1948,"Shooting","1","1","1","0","2","2.00"
"USA",1952,"Basketball","1","1","0","0","1","1.00"
"USA",1952,"Canoeing","1","1","0","0","1","1.00"
"France",1972,"Cycling","1","1","0","0","1","1.00"
"USA",1952,"Shooting","2","1","0","1","2","1.00"
"USA",1952,"Wrestling","4","1","2","1","4","1.00"
"USA",1956,"Basketball","1","1","0","0","1","1.00"
"USA",1956,"Sailing","2","1","0","1","2","1.00"
"Colombia",2000,"Weightlifting","1","1","0","0","1","1.00"
"Lithuania",2000,"Shooting","1","1","0","0","1","1.00"
"USA",1960,"Basketball","1","1","0","0","1","1.00"
"Lithuania",2004,"Athletics","2","1","1","0","2","1.00"
"France",1972,"Sailing","2","1","1","0","2","1.00"
"USA",1960,"Rowing","2","1","0","1","2","1.00"
"USA",1960,"Sailing","2","1","0","1","2","1.00"
"USA",1960,"Shooting","2","1","1","0","2","1.00"
"USA",1960,"Weightlifting","5","1","4","1","6","1.20"
"USA",1964,"Basketball","1","1","0","0","1","1.00"
"USA",1964,"Boxing","4","1","0","3","4","1.00"
"France",1976,"Athletics","1","1","0","0","1","1.00"
"France",1976,"Equestrianism","1","1","0","0","1","1.00"
"Bulgaria",1976,"Wrestling","7","1","3","3","7","1.00"
"Lithuania",2012,"Modern Pentathlon","1","1","0","0","1","1.00"
"Lithuania",2012,"Swimming","1","1","0","0","1","1.00"
"USA",1968,"Basketball","1","1","0","0","1","1.00"
"USA",1968,"Equestrianism","3","1","1","1","3","1.00"
"USA",1968,"Shooting","3","1","2","0","3","1.00"
"Colombia",2012,"Cycling","3","1","1","1","3","1.00"
"Bulgaria",1980,"Boxing","2","1","0","1","2","1.00"
"Bulgaria",1980,"Canoeing","5","1","2","2","5","1.00"
"USA",1972,"Boxing","4","1","0","3","4","1.00"
"Belarus",2008,"Weightlifting","3","1","1","1","3","1.00"
"USA",1972,"Diving","3","1","1","1","3","1.00"
"Luxembourg",1924,"Art Competitions","2","1","1","0","2","1.00"
"Luxembourg",1928,"Art Competitions","1","1","0","0","1","1.00"
"USA",1972,"Sailing","2","1","0","2","3","1.50"
"Luxembourg",1952,"Athletics","1","1","0","0","1","1.00"
"USA",1976,"Basketball","2","1","1","0","2","1.00"
"France",1984,"Athletics","3","1","1","2","4","1.33"
"Bulgaria",1980,"Gymnastics","2","1","0","1","2","1.00"
"Colombia",2016,"Athletics","1","1","0","0","1","1.00"
"USA",1976,"Wrestling","6","1","3","2","6","1.00"
"USA",1984,"Archery","1","1","1","0","2","2.00"
"Argentina",1936,"Boxing","4","1","1","2","4","1.00"
"France",1984,"Football","1","1","0","0","1","1.00"
"Colombia",2016,"Cycling","2","1","0","1","2","1.00"
"USA",1984,"Volleyball","2","1","1","0","2","1.00"
"Colombia",2016,"Weightlifting","2","1","0","1","2","1.00"
"Australia",2008,"Triathlon","1","1","0","1","2","2.00"
"USA",1988,"Archery","3","1","1","1","3","1.00"
"USA",1988,"Basketball","2","1","0","1","2","1.00"
"France",1984,"Shooting","2","1","1","0","2","1.00"
"Costa Rica",1996,"Swimming","1","1","0","0","1","1.00"
"Belarus",2012,"Shooting","1","1","0","0","1","1.00"
"USA",1988,"Sailing","5","1","2","2","5","1.00"
"Mexico",1956,"Diving","2","1","0","1","2","1.00"
"USA",1988,"Volleyball","1","1","0","0","1","1.00"
"France",1988,"Equestrianism","3","1","1","1","3","1.00"
"USA",1992,"Basketball","2","1","0","1","2","1.00"
"USA",1992,"Boxing","3","1","1","1","3","1.00"
"USA",1992,"Canoeing","3","1","0","2","3","1.00"
"USA",1992,"Diving","3","1","1","1","3","1.00"
"France",1988,"Judo","2","1","0","1","2","1.00"
"USA",1992,"Gymnastics","6","1","2","3","6","1.00"
"USA",1992,"Sailing","9","1","6","2","9","1.00"
"USA",1992,"Shooting","2","1","1","0","2","1.00"
"Croatia",1996,"Handball","1","1","0","0","1","1.00"
"Mexico",1968,"Swimming","2","1","0","1","2","1.00"
"USA",1996,"Beach Volleyball","1","1","1","0","2","2.00"
"USA",1996,"Boxing","6","1","0","5","6","1.00"
"Mexico",1976,"Athletics","1","1","0","0","1","1.00"
"France",1992,"Archery","1","1","0","0","1","1.00"
"France",1992,"Athletics","1","1","0","0","1","1.00"
"USA",1996,"Football","1","1","0","0","1","1.00"
"Bulgaria",1988,"Boxing","2","1","1","0","2","1.00"
"Croatia",2000,"Weightlifting","1","1","0","0","1","1.00"
"USA",1996,"Shooting","2","1","1","1","3","1.50"
"USA",1996,"Softball","1","1","0","0","1","1.00"
"USA",1996,"Synchronized Swimming","1","1","0","0","1","1.00"
"Croatia",2004,"Handball","1","1","0","0","1","1.00"
"USA",2000,"Baseball","1","1","0","0","1","1.00"
"USA",2000,"Beach Volleyball","1","1","0","0","1","1.00"
"USA",2000,"Cycling","2","1","1","0","2","1.00"
"USA",2000,"Diving","1","1","0","0","1","1.00"
"USA",2000,"Equestrianism","3","1","0","2","3","1.00"
"Bulgaria",1988,"Canoeing","5","1","1","3","5","1.00"
"Bulgaria",1988,"Gymnastics","2","1","0","1","2","1.00"
"USA",2000,"Sailing","4","1","2","1","4","1.00"
"USA",2000,"Shooting","3","1","0","2","3","1.00"
"USA",2000,"Softball","1","1","0","0","1","1.00"
"USA",2000,"Taekwondo","1","1","0","0","1","1.00"
"Argentina",1936,"Polo","1","1","0","0","1","1.00"
"USA",2000,"Weightlifting","2","1","0","1","2","1.00"
"USA",2004,"Basketball","2","1","0","1","2","1.00"
"USA",2004,"Beach Volleyball","1","1","0","1","2","2.00"
"USA",2004,"Boxing","2","1","0","1","2","1.00"
"Belarus",2012,"Tennis","2","1","0","1","2","1.00"
"USA",2004,"Equestrianism","5","1","2","2","5","1.00"
"USA",2004,"Fencing","1","1","0","1","2","2.00"
"USA",2004,"Football","1","1","0","0","1","1.00"
"France",1996,"Canoeing","3","1","0","2","3","1.00"
"USA",2004,"Rowing","2","1","1","0","2","1.00"
"USA",2004,"Sailing","2","1","1","0","2","1.00"
"USA",2004,"Softball","1","1","0","0","1","1.00"
"Mexico",2000,"Weightlifting","1","1","0","0","1","1.00"
"USA",2004,"Taekwondo","2","1","1","0","2","1.00"
"Bulgaria",1988,"Shooting","2","1","1","0","2","1.00"
"USA",2004,"Wrestling","6","1","3","2","6","1.00"
"USA",2008,"Cycling","4","1","1","3","5","1.25"
"USA",2008,"Equestrianism","3","1","1","1","3","1.00"
"USA",2008,"Fencing","4","1","3","2","6","1.50"
"USA",2008,"Football","1","1","0","0","1","1.00"
"Bulgaria",1988,"Swimming","2","1","1","1","3","1.50"
"USA",2008,"Rowing","3","1","1","1","3","1.00"
"USA",2008,"Sailing","2","1","1","0","2","1.00"
"France",1996,"Shooting","2","1","0","1","2","1.00"
"Mexico",2012,"Football","1","1","0","0","1","1.00"
"USA",2008,"Tennis","2","1","0","1","2","1.00"
"USA",2008,"Volleyball","2","1","1","0","2","1.00"
"Australia",2012,"Athletics","3","1","2","0","3","1.00"
"USA",2008,"Wrestling","3","1","0","2","3","1.00"
"USA",2012,"Beach Volleyball","1","1","1","0","2","2.00"
"USA",2012,"Boxing","2","1","0","1","2","1.00"
"USA",2012,"Cycling","4","1","2","1","4","1.00"
"USA",2012,"Diving","4","1","1","2","4","1.00"
"France",2000,"Boxing","2","1","0","1","2","1.00"
"USA",2012,"Football","1","1","0","0","1","1.00"
"USA",2012,"Judo","2","1","0","1","2","1.00"
"USA",2012,"Rowing","3","1","0","2","3","1.00"
"France",2000,"Canoeing","2","1","1","1","3","1.50"
"USA",2012,"Water Polo","1","1","0","0","1","1.00"
"France",2000,"Fencing","6","1","4","1","6","1.00"
"Croatia",2012,"Athletics","1","1","0","0","1","1.00"
"USA",2016,"Boxing","3","1","1","1","3","1.00"
"France",2000,"Shooting","2","1","1","0","2","1.00"
"Bulgaria",1988,"Wrestling","8","1","4","3","8","1.00"
"USA",2016,"Judo","2","1","1","0","2","1.00"
"USA",2016,"Rowing","2","1","1","0","2","1.00"
"USA",2016,"Shooting","3","1","0","2","3","1.00"
"Croatia",2012,"Shooting","1","1","0","0","1","1.00"
"USA",2016,"Tennis","2","1","1","1","3","1.50"
"USA",2016,"Triathlon","1","1","0","0","1","1.00"
"Australia",2012,"Canoeing","2","1","1","0","2","1.00"
"USA",2016,"Water Polo","1","1","0","0","1","1.00"
"Croatia",2012,"Water Polo","1","1","0","0","1","1.00"
"Uzbekistan",2000,"Boxing","3","1","0","2","3","1.00"
"France",2004,"Cycling","3","1","1","1","3","1.00"
"France",2004,"Equestrianism","1","1","0","0","1","1.00"
"France",2004,"Gymnastics","1","1","0","0","1","1.00"
"Uzbekistan",2008,"Wrestling","2","1","1","0","2","1.00"
"Croatia",2016,"Rowing","2","1","1","0","2","1.00"
"Mongolia",2008,"Boxing","2","1","1","0","2","1.00"
"Uzbekistan",2012,"Wrestling","1","1","0","0","1","1.00"
"Mongolia",2008,"Judo","1","1","0","0","1","1.00"
"Uzbekistan",2016,"Weightlifting","1","1","0","0","1","1.00"
"France",2004,"Rowing","2","1","1","0","2","1.00"
"France",2004,"Sailing","2","1","0","1","2","1.00"
"France",2004,"Swimming","6","1","2","3","6","1.00"
"Venezuela",1968,"Boxing","1","1","0","0","1","1.00"
"Croatia",2016,"Sailing","2","1","1","0","2","1.00"
"Croatia",2016,"Shooting","1","1","0","0","1","1.00"
"Australia",2012,"Cycling","6","1","2","3","6","1.00"
"Bulgaria",1992,"Weightlifting","4","1","2","1","4","1.00"
"Morocco",1988,"Athletics","2","1","0","1","2","1.00"
"Venezuela",2012,"Fencing","1","1","0","0","1","1.00"
"Belarus",2016,"Trampolining","1","1","0","0","1","1.00"
"Morocco",1992,"Athletics","2","1","1","0","2","1.00"
"Bulgaria",1996,"Athletics","1","1","0","0","1","1.00"
"Vietnam",2016,"Shooting","2","1","1","0","2","1.00"
"Bulgaria",1996,"Boxing","3","1","2","0","3","1.00"
"France",2008,"Handball","1","1","0","0","1","1.00"
"Zimbabwe",1980,"Hockey","1","1","0","0","1","1.00"
"Zimbabwe",2004,"Swimming","3","1","1","1","3","1.00"
"Zimbabwe",2008,"Swimming","4","1","3","0","4","1.00"
"Algeria",1996,"Boxing","2","1","0","1","2","1.00"
"Mozambique",2000,"Athletics","1","1","0","0","1","1.00"
"France",2008,"Swimming","5","1","2","3","6","1.20"
"Cuba",1976,"Judo","1","1","0","0","1","1.00"
"France",2008,"Wrestling","2","1","0","1","2","1.00"
"France",2012,"Athletics","3","1","1","1","3","1.00"
"Netherlands",1920,"Archery","1","1","0","0","1","1.00"
"Netherlands",1920,"Cycling","3","1","0","2","3","1.00"
"Australia",1908,"Rugby","1","1","0","0","1","1.00"
"France",2012,"Cycling","4","1","3","0","4","1.00"
"Cuba",1980,"Athletics","4","1","2","1","4","1.00"
